1 0 0 -1 -2 0
2 0 0 -2 -4 0
3 0 0 -3 -6 0
4 0 0 -4 -8 0
5 0 0 -5 -10 0
6 0 0 -6 -12 0
7 0 0 -7 -14 0
8 0 0 -8 -16 0
9 0 0 -9 -18 0
10 0 0 -10 -20 0
11 0 0 -11 -22 0
12 0 0 -12 -24 0
13 0 0 -13 -26 0
14 0 0 -14 -28 0
15 0 0 -15 -30 0
16 0 0 -16 -32 0
17 0 0 -17 -34 0
18 0 0 -18 -36 0
19 0 0 -19 -38 0
20 0 0 -20 -40 0
21 0 0 -21 -42 0
22 0 0 -22 -44 0
23 0 0 -23 -46 0
24 0 0 -24 -48 0
25 0 0 -25 -50 0
26 0 0 -26 -52 0
27 0 0 -27 -54 0
28 0 0 -28 -56 0
29 0 0 -29 -58 0
30 0 0 -30 -60 0
31 0 0 -31 -62 0
32 0 0 -32 -64 0
33 0 0 -33 -66 0
34 0 0 -34 -68 0
35 0 0 -35 -70 0
36 0 0 -36 -72 0
37 0 0 -37 -74 0
38 0 0 -38 -76 0
39 0 0 -39 -78 0
40 0 0 -40 -80 0
41 0 0 -41 -82 0
42 0 0 -42 -84 0
43 0 0 -43 -86 0
44 0 0 -44 -88 0
45 0 0 -45 -90 0
46 0 0 -46 -92 0
47 0 0 -47 -94 0
48 0 0 -48 -96 0
49 0 0 -49 -98 0
50 0 0 -50 -100 0
51 0 0 -51 -102 0
52 0 0 -52 -104 0
53 0 0 -53 -106 0
54 0 0 -54 -108 0
55 0 0 -55 -110 0
56 0 0 -56 -112 0
57 0 0 -57 -114 0
58 0 0 -58 -116 0
59 0 0 -59 -118 0
60 0 0 -60 -120 0
61 0 0 -61 -122 0
62 0 0 -62 -124 0
63 0 0 -63 -126 0
64 0 0 -64 -128 0
65 0 0 -65 -130 0
66 0 0 -66 -132 0
67 0 0 -67 -134 0
68 0 0 -68 -136 0
69 0 0 -69 -138 0
70 0 0 -70 -140 0
71 0 0 -71 -142 0
72 0 0 -72 -144 0
73 0 0 -73 -146 0
74 0 0 -74 -148 0
75 0 0 -75 -150 0
76 0 0 -76 -152 0
77 0 0 -77 -154 0
78 0 0 -78 -156 0
79 0 0 -79 -158 0
80 0 0 -80 -160 0
81 0 0 -81 -162 0
82 0 0 -82 -164 0
83 0 0 -83 -166 0
84 0 0 -84 -168 0
85 0 0 -85 -170 0
86 0 0 -86 -172 0
87 0 0 -87 -174 0
88 0 0 -88 -176 0
89 0 0 -89 -178 0
90 0 0 -90 -180 0
91 0 0 -91 -182 0
92 0 0 -92 -184 0
93 0 0 -93 -186 0
94 0 0 -94 -188 0
95 0 0 -95 -190 0
96 0 0 -96 -192 0
97 0 0 -97 -194 0
98 0 0 -98 -196 0
99 0 0 -99 -198 0
100 0 0 -100 -200 0
99 0 1 -99 -198 1
