0 0 0
-10 -10 0
-9 -9 0
23 23 0
56 56 0
63 63 0
56 56 0
23 23 0
-9 -9 0
-10 -10 0
0 0 0
0 0 0
0 0 0
-20 0 0
-18 0 0
46 0 0
112 0 0
126 0 0
112 0 0
46 0 0
-18 0 0
-20 0 0
0 0 0
0 0 0
0 0 0
0 -20 0
0 -18 0
0 46 0
0 112 0
0 126 0
0 112 0
0 46 0
0 -18 0
0 -20 0
0 0 0
0 0 0
0 0 0
0 20 0
0 18 0
0 -46 0
0 -112 0
0 -126 0
0 -112 0
0 -46 0
0 18 0
0 20 0
0 0 0
0 0 0
0 0 0
10 -10 0
9 -9 0
-23 23 0
-56 56 0
-63 63 0
-56 56 0
-23 23 0
9 -9 0
10 -10 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 1
